,Tokens,Occurences
4155,emin,"[('T1.txt', 1), ('T4.txt', 1), ('T5.txt', 2), ('T7.txt', 1), ('T8.txt', 1)]"
4156,_diffract,"[('T5.txt', 1)]"
4157,leisur,"[('T6.txt', 1)]"
4158,73,"[('T1.txt', 1)]"
4159,twelfth,"[('T1.txt', 1)]"
4160,armadillo,"[('T7.txt', 1)]"
4161,vast,"[('T1.txt', 5), ('T2.txt', 2), ('T4.txt', 2), ('T5.txt', 2), ('T6.txt', 2), ('T7.txt', 1), ('T9.txt', 6), ('T10.txt', 1)]"
4162,picker,"[('T3.txt', 2)]"
4163,nowaday,"[('T5.txt', 1)]"
4164,delic,"[('T1.txt', 1), ('T7.txt', 2), ('T10.txt', 1)]"
4165,outburst,"[('T1.txt', 3)]"
4166,rank,"[('T7.txt', 1), ('T10.txt', 1)]"
4167,swamp,"[('T7.txt', 2), ('T10.txt', 1)]"
4168,electrif,"[('T4.txt', 1)]"
4169,alli,"[('T7.txt', 2)]"
4170,mortal,"[('T7.txt', 1)]"
4171,net,"[('T1.txt', 1), ('T4.txt', 1), ('T10.txt', 1)]"
4172,93,"[('T1.txt', 1), ('T9.txt', 1)]"
4173,aid,"[('T7.txt', 1), ('T10.txt', 1)]"
4174,last,"[('T1.txt', 3), ('T2.txt', 1), ('T3.txt', 1), ('T5.txt', 2), ('T7.txt', 7), ('T9.txt', 3)]"
4175,mistak,"[('T8.txt', 3)]"
4176,whose,"[('T1.txt', 2), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 2), ('T8.txt', 1), ('T9.txt', 2), ('T10.txt', 1)]"
4177,modernis,"[('T7.txt', 2)]"
4178,slip,"[('T7.txt', 3), ('T8.txt', 1)]"
4179,rub,"[('T9.txt', 1)]"
4180,tangent,"[('T1.txt', 2)]"
4181,lost,"[('T1.txt', 1), ('T2.txt', 1), ('T8.txt', 1), ('T9.txt', 1)]"
4182,flow,"[('T4.txt', 1), ('T6.txt', 3), ('T9.txt', 15), ('T10.txt', 2)]"
4183,matter_,"[('T9.txt', 1), ('T10.txt', 1)]"
4184,221,"[('T1.txt', 1)]"
4185,case,"[('T1.txt', 1), ('T3.txt', 2), ('T4.txt', 6), ('T5.txt', 5), ('T6.txt', 12), ('T7.txt', 18), ('T8.txt', 6), ('T9.txt', 6), ('T10.txt', 3)]"
4186,pillar,"[('T5.txt', 2)]"
4187,guidanc,"[('T7.txt', 1)]"
4188,frontispiece_,"[('T1.txt', 1)]"
4189,featur,"[('T1.txt', 4), ('T5.txt', 1), ('T6.txt', 2), ('T7.txt', 2)]"
4190,neighbour,"[('T6.txt', 1), ('T9.txt', 1)]"
4191,lightest,"[('T9.txt', 2)]"
4192,stood,"[('T8.txt', 1)]"
4193,mous,"[('T7.txt', 1), ('T8.txt', 1)]"
4194,radial,"[('T6.txt', 2)]"
4195,thompson,"[('T10.txt', 1)]"
4196,reptilian,"[('T1.txt', 1), ('T7.txt', 3), ('T8.txt', 1)]"
4197,rel,"[('T1.txt', 3), ('T2.txt', 1), ('T4.txt', 1), ('T5.txt', 2), ('T6.txt', 2), ('T7.txt', 11), ('T8.txt', 1)]"
4198,stars_,"[('T5.txt', 2)]"
4199,hollow,"[('T1.txt', 1)]"
4200,wing,"[('T1.txt', 1), ('T7.txt', 15)]"
4201,went,"[('T6.txt', 1), ('T7.txt', 1), ('T10.txt', 1)]"
4202,coronium,"[('T1.txt', 1), ('T2.txt', 1)]"
4203,outermost,"[('T3.txt', 1), ('T7.txt', 2)]"
4204,evolutionist,"[('T1.txt', 1), ('T7.txt', 2)]"
4205,venatici,"[('T5.txt', 1)]"
4206,copiou,"[('T7.txt', 1)]"
4207,perceptu,"[('T7.txt', 1)]"
4208,grown,"[('T6.txt', 1), ('T7.txt', 1)]"
4209,respir,"[('T7.txt', 1)]"
4210,pool,"[('T1.txt', 1), ('T4.txt', 1), ('T6.txt', 1), ('T7.txt', 4), ('T8.txt', 2)]"
4211,colleg,"[('T1.txt', 3), ('T4.txt', 1)]"
4212,extens,"[('T6.txt', 1), ('T7.txt', 1)]"
4213,casein,"[('T6.txt', 1)]"
4214,graphit,"[('T7.txt', 1)]"
4215,east,"[('T7.txt', 1)]"
4216,evolv,"[('T1.txt', 1), ('T3.txt', 1), ('T4.txt', 2), ('T6.txt', 4), ('T7.txt', 6), ('T8.txt', 1), ('T9.txt', 1)]"
4217,smell,"[('T8.txt', 3), ('T9.txt', 1)]"
4218,0,"[('T5.txt', 6), ('T10.txt', 1)]"
4219,rubbl,"[('T10.txt', 1)]"
4220,smaller,"[('T3.txt', 3), ('T4.txt', 1), ('T5.txt', 5), ('T9.txt', 2)]"
4221,pass,"[('T1.txt', 5), ('T2.txt', 4), ('T3.txt', 1), ('T4.txt', 5), ('T5.txt', 4), ('T6.txt', 4), ('T7.txt', 3), ('T9.txt', 27), ('T10.txt', 3)]"
4222,recept,"[('T1.txt', 1)]"
4223,farthest,"[('T4.txt', 1)]"
4224,tadpol,"[('T7.txt', 2)]"
4225,puffin,"[('T1.txt', 1)]"
4226,_tend,"[('T9.txt', 1)]"
4227,creat,"[('T9.txt', 7), ('T10.txt', 8)]"
4228,manate,"[('T7.txt', 1)]"
4229,okapi,"[('T1.txt', 1), ('T6.txt', 3)]"
4230,90,"[('T1.txt', 2), ('T9.txt', 1), ('T10.txt', 2)]"
4231,voyag,"[('T1.txt', 1)]"
4232,rabbit,"[('T8.txt', 1)]"
4233,total,"[('T1.txt', 3), ('T2.txt', 1), ('T7.txt', 6), ('T9.txt', 2), ('T10.txt', 1)]"
4234,slowli,"[('T2.txt', 1), ('T3.txt', 1), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 1), ('T7.txt', 1), ('T9.txt', 2), ('T10.txt', 1)]"
4235,graphic,"[('T9.txt', 1)]"
4236,attent,"[('T1.txt', 1), ('T5.txt', 1), ('T8.txt', 1)]"
4237,exactitud,"[('T1.txt', 1)]"
4238,quaternari,"[('T7.txt', 1)]"
4239,return,"[('T1.txt', 2), ('T2.txt', 2), ('T7.txt', 2), ('T8.txt', 1), ('T9.txt', 3), ('T10.txt', 4)]"
4240,imperfectli,"[('T7.txt', 1), ('T9.txt', 1)]"
4241,blade,"[('T7.txt', 1)]"
4242,allig,"[('T1.txt', 1), ('T7.txt', 1), ('T8.txt', 1)]"
4243,zeppelin,"[('T3.txt', 1)]"
4244,stem,"[('T6.txt', 1)]"
4245,millennia,"[('T7.txt', 1)]"
4246,decompos,"[('T2.txt', 1)]"
4247,equat,"[('T2.txt', 2), ('T5.txt', 1), ('T6.txt', 1), ('T9.txt', 1)]"
4248,crystal,"[('T1.txt', 1), ('T6.txt', 1), ('T9.txt', 2)]"
4249,steer,"[('T7.txt', 1)]"
4250,longer,"[('T1.txt', 3), ('T2.txt', 1), ('T6.txt', 1), ('T7.txt', 1), ('T9.txt', 9), ('T10.txt', 7)]"
4251,rotif,"[('T6.txt', 2)]"
4252,friction,"[('T4.txt', 2), ('T5.txt', 1), ('T10.txt', 1)]"
4253,unrest,"[('T7.txt', 1)]"
4254,absorb,"[('T2.txt', 2), ('T5.txt', 2), ('T7.txt', 2), ('T9.txt', 2), ('T10.txt', 1)]"
4255,reel,"[('T1.txt', 1)]"
4256,bear,"[('T1.txt', 1), ('T4.txt', 1), ('T6.txt', 1), ('T7.txt', 4), ('T8.txt', 2), ('T10.txt', 2)]"
4257,obdur,"[('T2.txt', 1)]"
4258,_life,"[('T7.txt', 1)]"
4259,microb,"[('T1.txt', 1), ('T6.txt', 2), ('T7.txt', 1)]"
4260,next,"[('T1.txt', 1), ('T3.txt', 1), ('T6.txt', 2), ('T7.txt', 2), ('T9.txt', 3), ('T10.txt', 1)]"
4261,sweet,"[('T7.txt', 1)]"
4262,met,"[('T4.txt', 2), ('T7.txt', 2), ('T10.txt', 1)]"
4263,580,"[('T1.txt', 1)]"
4264,floor,"[('T6.txt', 3), ('T7.txt', 1)]"
4265,except,"[('T1.txt', 4), ('T2.txt', 1), ('T3.txt', 1), ('T6.txt', 3), ('T7.txt', 13), ('T8.txt', 1), ('T9.txt', 2), ('T10.txt', 5)]"
4266,massiv,"[('T10.txt', 1)]"
4267,fatal,"[('T6.txt', 3)]"
4268,minut,"[('T1.txt', 5), ('T2.txt', 3), ('T6.txt', 4), ('T7.txt', 2), ('T8.txt', 4), ('T9.txt', 7), ('T10.txt', 2)]"
4269,ramsay,"[('T2.txt', 1)]"
4270,expens,"[('T6.txt', 3), ('T10.txt', 3)]"
4271,electricity_,"[('T9.txt', 1)]"
4272,entomb,"[('T7.txt', 1)]"
4273,glimps,"[('T1.txt', 2), ('T6.txt', 1), ('T7.txt', 1), ('T8.txt', 1)]"
4274,135,"[('T1.txt', 1)]"
4275,1917,"[('T1.txt', 2), ('T6.txt', 1)]"
4276,convert,"[('T2.txt', 2), ('T9.txt', 3), ('T10.txt', 1)]"
4277,migrat,"[('T6.txt', 1), ('T7.txt', 6), ('T8.txt', 1)]"
4278,engulf,"[('T6.txt', 3)]"
4279,organis,"[('T6.txt', 1)]"
4280,jet,"[('T1.txt', 1), ('T2.txt', 1), ('T7.txt', 1)]"
4281,temporari,"[('T7.txt', 1)]"
4282,whirl,"[('T2.txt', 1), ('T3.txt', 1), ('T6.txt', 3), ('T9.txt', 2)]"
4283,equilibrium,"[('T6.txt', 1), ('T7.txt', 1), ('T9.txt', 1)]"
4284,org,"[('T1.txt', 1), ('T10.txt', 12)]"
4285,handicap,"[('T7.txt', 1)]"
4286,obtain,"[('T1.txt', 1), ('T5.txt', 2), ('T9.txt', 2), ('T10.txt', 5)]"
4287,work_,"[('T10.txt', 1)]"
4288,gull,"[('T7.txt', 1), ('T8.txt', 2)]"
4289,bayliss,"[('T1.txt', 1)]"
4290,lock,"[('T1.txt', 1), ('T7.txt', 1), ('T9.txt', 2)]"
4291,perish,"[('T1.txt', 1)]"
4292,back,"[('T1.txt', 3), ('T2.txt', 1), ('T6.txt', 5), ('T7.txt', 8), ('T8.txt', 2), ('T9.txt', 4), ('T10.txt', 5)]"
4293,cv,"[('T6.txt', 1)]"
4294,partridg,"[('T8.txt', 1)]"
4295,matur,"[('T6.txt', 3)]"
4296,internat,"[('T7.txt', 1)]"
4297,flame,"[('T1.txt', 8), ('T2.txt', 2), ('T4.txt', 1), ('T6.txt', 1)]"
4298,done,"[('T7.txt', 2), ('T9.txt', 2)]"
4299,instinct_,"[('T1.txt', 1)]"
4300,tip,"[('T6.txt', 1), ('T8.txt', 1)]"
4301,partisan,"[('T5.txt', 1)]"
4302,_total_,"[('T7.txt', 1)]"
4303,prevent,"[('T3.txt', 2), ('T6.txt', 1), ('T10.txt', 1)]"
4304,gift,"[('T7.txt', 1)]"
4305,offspr,"[('T6.txt', 1), ('T7.txt', 3)]"
4306,verit,"[('T7.txt', 1), ('T9.txt', 1)]"
4307,make,"[('T1.txt', 8), ('T2.txt', 6), ('T3.txt', 1), ('T4.txt', 2), ('T5.txt', 5), ('T6.txt', 16), ('T7.txt', 18), ('T8.txt', 8), ('T9.txt', 11), ('T10.txt', 13)]"
4308,paper,"[('T1.txt', 1), ('T5.txt', 1), ('T10.txt', 1)]"
4309,snap,"[('T6.txt', 1), ('T8.txt', 2)]"
4310,lime,"[('T1.txt', 1), ('T6.txt', 1)]"
4311,1900,"[('T6.txt', 1), ('T10.txt', 1)]"
4312,exampl,"[('T1.txt', 1), ('T2.txt', 1), ('T7.txt', 1), ('T9.txt', 4)]"
4313,district,"[('T1.txt', 1)]"
4314,mole,"[('T7.txt', 1)]"
4315,champion,"[('T7.txt', 1)]"
4316,paid,"[('T6.txt', 1), ('T10.txt', 6)]"
4317,invok,"[('T10.txt', 1)]"
4318,weigh,"[('T4.txt', 2), ('T5.txt', 6), ('T6.txt', 1)]"
4319,swept,"[('T7.txt', 1)]"
4320,commerci,"[('T10.txt', 1)]"
4321,lose,"[('T6.txt', 2), ('T9.txt', 3)]"
4322,beaver,"[('T1.txt', 1), ('T7.txt', 1), ('T8.txt', 3)]"
4323,octopu,"[('T1.txt', 1)]"
4324,_helios_,"[('T2.txt', 1)]"
4325,introduct,"[('T1.txt', 3), ('T7.txt', 1)]"
4326,histori,"[('T1.txt', 19), ('T5.txt', 1), ('T6.txt', 11), ('T7.txt', 11), ('T10.txt', 1)]"
4327,height,"[('T1.txt', 7), ('T2.txt', 1), ('T4.txt', 2), ('T7.txt', 2), ('T8.txt', 1)]"
4328,promin,"[('T1.txt', 9), ('T2.txt', 4), ('T7.txt', 1), ('T10.txt', 2)]"
4329,_and,"[('T9.txt', 1)]"
4330,cambrian,"[('T1.txt', 1), ('T7.txt', 6)]"
4331,differenti,"[('T6.txt', 1)]"
4332,max,"[('T1.txt', 1), ('T6.txt', 1)]"
4333,signifi,"[('T7.txt', 1)]"
4334,cotton,"[('T1.txt', 1)]"
4335,quarter,"[('T1.txt', 1), ('T3.txt', 1), ('T4.txt', 1), ('T7.txt', 1), ('T9.txt', 1)]"
4336,_different_,"[('T6.txt', 1)]"
4337,belief,"[('T2.txt', 1), ('T3.txt', 1)]"
4338,eleven,"[('T2.txt', 1)]"
4339,presenc,"[('T2.txt', 1), ('T7.txt', 1)]"
4340,basi,"[('T3.txt', 1), ('T5.txt', 1), ('T6.txt', 2), ('T7.txt', 1), ('T9.txt', 2), ('T10.txt', 1)]"
4341,diffract,"[('T5.txt', 1)]"
4342,receiv,"[('T1.txt', 2), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 1), ('T7.txt', 1), ('T9.txt', 3), ('T10.txt', 9)]"
4343,equip,"[('T6.txt', 1), ('T10.txt', 3)]"
4344,sky,"[('T1.txt', 2), ('T2.txt', 2), ('T4.txt', 3), ('T5.txt', 1), ('T8.txt', 1), ('T9.txt', 4)]"
4345,feebler,"[('T9.txt', 2)]"
4346,edit,"[('T1.txt', 1), ('T10.txt', 5)]"
4347,analys,"[('T1.txt', 1), ('T2.txt', 4), ('T4.txt', 1), ('T5.txt', 2)]"
4348,120,"[('T1.txt', 4)]"
4349,255,"[('T1.txt', 1)]"
4350,quicker,"[('T2.txt', 1)]"
4351,invit,"[('T1.txt', 1)]"
4352,foraminifera,"[('T1.txt', 1), ('T6.txt', 2)]"
4353,apennin,"[('T4.txt', 1)]"
4354,everyon,"[('T6.txt', 1), ('T10.txt', 1)]"
4355,speci,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 5), ('T8.txt', 1)]"
4356,faintest,"[('T4.txt', 1)]"
4357,key,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 1), ('T9.txt', 1)]"
4358,_the_,"[('T1.txt', 1)]"
4359,undoubt,"[('T6.txt', 1)]"
4360,apart,"[('T1.txt', 1), ('T2.txt', 1), ('T5.txt', 1), ('T6.txt', 5), ('T7.txt', 3)]"
4361,ladder,"[('T7.txt', 2)]"
4362,aros,"[('T7.txt', 2)]"
4363,descript,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 1)]"
4364,arid,"[('T7.txt', 1)]"
4365,june,"[('T1.txt', 4)]"
4366,swirl,"[('T3.txt', 1)]"
4367,larg,"[('T1.txt', 5), ('T3.txt', 4), ('T4.txt', 6), ('T5.txt', 11), ('T6.txt', 8), ('T7.txt', 8), ('T8.txt', 2), ('T9.txt', 5)]"
4368,clodd,"[('T7.txt', 1)]"
4369,myriad,"[('T5.txt', 1)]"
4370,affin,"[('T7.txt', 1)]"
4371,bolton,"[('T1.txt', 3)]"
4372,teat,"[('T7.txt', 1)]"
4373,slipper,"[('T6.txt', 3)]"
4374,jupit,"[('T1.txt', 5), ('T2.txt', 1), ('T3.txt', 12), ('T5.txt', 2), ('T9.txt', 2)]"
4375,rapidli,"[('T1.txt', 1), ('T2.txt', 1), ('T6.txt', 2), ('T7.txt', 2), ('T8.txt', 1), ('T9.txt', 6)]"
4376,fix,"[('T1.txt', 1), ('T2.txt', 1), ('T6.txt', 2), ('T8.txt', 1), ('T9.txt', 2), ('T10.txt', 1)]"
4377,previous,"[('T8.txt', 1)]"
4378,_nature_,"[('T9.txt', 1)]"
4379,twelv,"[('T7.txt', 1)]"
4380,surg,"[('T1.txt', 1)]"
4381,teem,"[('T6.txt', 2)]"
4382,raft,"[('T8.txt', 1)]"
4383,eat,"[('T7.txt', 2), ('T8.txt', 1)]"
4384,monkey,"[('T1.txt', 1), ('T7.txt', 4), ('T8.txt', 3)]"
4385,august,"[('T1.txt', 1), ('T3.txt', 1)]"
4386,outdat,"[('T10.txt', 1)]"
4387,narrow,"[('T1.txt', 1), ('T3.txt', 1), ('T8.txt', 2)]"
4388,expenditur,"[('T10.txt', 1)]"
4389,barnard,"[('T1.txt', 1), ('T2.txt', 1)]"
4390,diverg,"[('T3.txt', 1), ('T6.txt', 1)]"
4391,wide,"[('T1.txt', 1), ('T3.txt', 1), ('T4.txt', 1), ('T7.txt', 2), ('T8.txt', 1), ('T10.txt', 1)]"
4392,estuari,"[('T7.txt', 1), ('T10.txt', 1)]"
4393,tide,"[('T1.txt', 3), ('T6.txt', 1), ('T9.txt', 1), ('T10.txt', 30)]"
4394,3,"[('T1.txt', 3), ('T2.txt', 1), ('T3.txt', 3), ('T4.txt', 1), ('T5.txt', 2), ('T6.txt', 7), ('T7.txt', 8), ('T9.txt', 1), ('T10.txt', 10)]"
4395,eye,"[('T1.txt', 4), ('T2.txt', 1), ('T3.txt', 2), ('T5.txt', 8), ('T6.txt', 3), ('T7.txt', 3), ('T8.txt', 1), ('T9.txt', 9)]"
4396,idea,"[('T1.txt', 9), ('T4.txt', 2), ('T6.txt', 9), ('T7.txt', 7), ('T9.txt', 4)]"
4397,schultz,"[('T1.txt', 1)]"
4398,_histori,"[('T5.txt', 1)]"
4399,divis,"[('T6.txt', 7), ('T7.txt', 1)]"
4400,ltd,"[('T1.txt', 6), ('T5.txt', 1), ('T9.txt', 1)]"
4401,black,"[('T4.txt', 2), ('T9.txt', 2)]"
4402,permiss,"[('T1.txt', 10), ('T6.txt', 4), ('T9.txt', 2), ('T10.txt', 7)]"
4403,useless,"[('T10.txt', 1)]"
4404,associ,"[('T1.txt', 2), ('T6.txt', 7), ('T7.txt', 5), ('T9.txt', 3), ('T10.txt', 9)]"
4405,ideal,"[('T6.txt', 1), ('T7.txt', 1)]"
4406,57,"[('T1.txt', 2)]"
4407,schultze_,"[('T6.txt', 1)]"
4408,1868,"[('T2.txt', 1)]"
4409,trunk,"[('T8.txt', 1)]"
4410,puppi,"[('T8.txt', 1)]"
4411,tempor,"[('T5.txt', 1)]"
4412,gr,"[('T6.txt', 1)]"
4413,constitu,"[('T2.txt', 3), ('T5.txt', 1), ('T9.txt', 1)]"
4414,cape,"[('T7.txt', 1)]"
4415,ingenu,"[('T1.txt', 1), ('T5.txt', 1)]"
4416,parachut,"[('T7.txt', 3)]"
4417,oldest,"[('T1.txt', 1), ('T4.txt', 1), ('T7.txt', 3)]"
4418,cave,"[('T1.txt', 3), ('T7.txt', 2)]"
4419,_nautic,"[('T5.txt', 2)]"
4420,manag,"[('T8.txt', 1)]"
4421,omit,"[('T9.txt', 2)]"
4422,even,"[('T1.txt', 6), ('T2.txt', 6), ('T3.txt', 3), ('T4.txt', 9), ('T5.txt', 4), ('T6.txt', 8), ('T7.txt', 6), ('T8.txt', 3), ('T9.txt', 12), ('T10.txt', 9)]"
4423,deepli,"[('T2.txt', 1), ('T7.txt', 2), ('T9.txt', 4)]"
4424,origin,"[('T1.txt', 6), ('T2.txt', 2), ('T3.txt', 1), ('T4.txt', 3), ('T6.txt', 17), ('T7.txt', 10), ('T9.txt', 3), ('T10.txt', 6)]"
4425,propos,"[('T9.txt', 1)]"
4426,part,"[('T1.txt', 1), ('T2.txt', 1), ('T3.txt', 1), ('T4.txt', 2), ('T5.txt', 9), ('T6.txt', 19), ('T7.txt', 10), ('T8.txt', 3), ('T9.txt', 5), ('T10.txt', 9)]"
4427,lessen,"[('T7.txt', 1), ('T9.txt', 1)]"
4428,surinam,"[('T1.txt', 1)]"
4429,tram,"[('T9.txt', 1), ('T10.txt', 1)]"
4430,anvil,"[('T1.txt', 1), ('T8.txt', 5)]"
4431,involv,"[('T2.txt', 1), ('T7.txt', 2), ('T9.txt', 1), ('T10.txt', 2)]"
4432,doom,"[('T2.txt', 1)]"
4433,telescopes_,"[('T5.txt', 1)]"
4434,mani,"[('T1.txt', 15), ('T2.txt', 2), ('T3.txt', 5), ('T4.txt', 3), ('T5.txt', 8), ('T6.txt', 22), ('T7.txt', 42), ('T8.txt', 9), ('T9.txt', 3), ('T10.txt', 2)]"
4435,sublim,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 2)]"
4436,5a,"[('T7.txt', 1)]"
4437,bone,"[('T7.txt', 11)]"
4438,dazzl,"[('T1.txt', 1)]"
4439,prompt,"[('T7.txt', 1)]"
4440,yawn,"[('T1.txt', 1), ('T8.txt', 1)]"
4441,lifetim,"[('T4.txt', 1), ('T7.txt', 2)]"
4442,peak,"[('T4.txt', 1)]"
4443,movabl,"[('T7.txt', 1)]"
4444,gleam,"[('T7.txt', 1)]"
4445,address,"[('T10.txt', 2)]"
4446,26,"[('T4.txt', 1), ('T5.txt', 2), ('T9.txt', 1), ('T10.txt', 1)]"
4447,symmetri,"[('T6.txt', 6)]"
4448,142,"[('T1.txt', 2)]"
4449,flit,"[('T8.txt', 1)]"
4450,defect,"[('T10.txt', 7)]"
4451,roughli,"[('T4.txt', 1)]"
4452,handl,"[('T5.txt', 1)]"
4453,canin,"[('T7.txt', 1)]"
4454,russel,"[('T1.txt', 1), ('T4.txt', 1)]"
4455,neg,"[('T3.txt', 1), ('T9.txt', 15), ('T10.txt', 3)]"
4456,urchin,"[('T6.txt', 1), ('T8.txt', 1)]"
4457,terrestri,"[('T1.txt', 1), ('T4.txt', 1), ('T7.txt', 9)]"
4458,fundrais,"[('T10.txt', 1)]"
4459,grous,"[('T6.txt', 1)]"
4460,220,"[('T1.txt', 1)]"
4461,vase,"[('T9.txt', 2)]"
4462,environ,"[('T1.txt', 1), ('T6.txt', 7), ('T7.txt', 3)]"
4463,ward,"[('T1.txt', 10), ('T6.txt', 5), ('T7.txt', 1)]"
4464,rapid,"[('T2.txt', 1), ('T6.txt', 1), ('T7.txt', 2), ('T8.txt', 3), ('T9.txt', 6)]"
4465,seiz,"[('T1.txt', 2), ('T4.txt', 1), ('T8.txt', 2)]"
4466,comparison,"[('T1.txt', 2), ('T4.txt', 1), ('T9.txt', 1)]"
4467,gradual,"[('T1.txt', 1), ('T2.txt', 1), ('T3.txt', 1), ('T4.txt', 2), ('T6.txt', 7), ('T7.txt', 4), ('T9.txt', 2), ('T10.txt', 3)]"
4468,depositori,"[('T1.txt', 1)]"
4469,notion,"[('T9.txt', 1), ('T10.txt', 2)]"
4470,zoologist,"[('T7.txt', 2)]"
4471,third,"[('T1.txt', 2), ('T5.txt', 3), ('T6.txt', 1), ('T7.txt', 3), ('T8.txt', 1), ('T9.txt', 2)]"
4472,wane,"[('T7.txt', 2)]"
4473,segment,"[('T6.txt', 1), ('T7.txt', 1)]"
4474,proce,"[('T6.txt', 1), ('T9.txt', 1)]"
4475,darken,"[('T8.txt', 1)]"
4476,280,"[('T1.txt', 1), ('T9.txt', 1)]"
4477,gain,"[('T2.txt', 2), ('T7.txt', 3)]"
4478,cocoon,"[('T6.txt', 2), ('T7.txt', 1)]"
4479,sodium,"[('T2.txt', 4)]"
4480,abandon,"[('T9.txt', 1), ('T10.txt', 2)]"
4481,danger,"[('T6.txt', 1), ('T7.txt', 2), ('T8.txt', 2)]"
4482,protozoa,"[('T6.txt', 12)]"
4483,onward,"[('T1.txt', 1), ('T7.txt', 1), ('T9.txt', 1)]"
4484,decay,"[('T7.txt', 1)]"
4485,millionth,"[('T1.txt', 1), ('T9.txt', 1)]"
4486,liabl,"[('T7.txt', 2), ('T10.txt', 1)]"
4487,live,"[('T1.txt', 7), ('T5.txt', 2), ('T6.txt', 47), ('T7.txt', 28), ('T8.txt', 2), ('T9.txt', 1), ('T10.txt', 2)]"
4488,effici,"[('T8.txt', 3)]"
4489,pole,"[('T3.txt', 3), ('T5.txt', 2), ('T6.txt', 1), ('T9.txt', 6)]"
4490,music,"[('T6.txt', 1), ('T7.txt', 2)]"
4491,feral,"[('T1.txt', 1)]"
4492,refin,"[('T1.txt', 1), ('T5.txt', 1)]"
4493,elsewher,"[('T6.txt', 2), ('T7.txt', 1)]"
4494,percept,"[('T1.txt', 1), ('T5.txt', 1)]"
4495,fin,"[('T7.txt', 3)]"
4496,technic,"[('T1.txt', 3), ('T9.txt', 1)]"
4497,rampart,"[('T4.txt', 1)]"
4498,tendenc,"[('T1.txt', 1), ('T4.txt', 1), ('T6.txt', 1), ('T7.txt', 5), ('T10.txt', 3)]"
4499,volcan,"[('T3.txt', 2), ('T4.txt', 1)]"
4500,servic,"[('T7.txt', 1), ('T8.txt', 2), ('T10.txt', 1)]"
4501,95,"[('T1.txt', 3), ('T7.txt', 1)]"
4502,insurg,"[('T7.txt', 1)]"
4503,skull,"[('T1.txt', 8), ('T7.txt', 1)]"
4504,light,"[('T1.txt', 18), ('T2.txt', 32), ('T3.txt', 4), ('T4.txt', 10), ('T5.txt', 22), ('T6.txt', 8), ('T7.txt', 3), ('T9.txt', 84), ('T10.txt', 6)]"
4505,angl,"[('T2.txt', 2), ('T4.txt', 1), ('T5.txt', 3), ('T6.txt', 1), ('T7.txt', 1)]"
4506,shatter,"[('T1.txt', 1), ('T4.txt', 1)]"
4507,1892,"[('T7.txt', 1)]"
4508,johnson,"[('T1.txt', 1), ('T10.txt', 1)]"
4509,automat,"[('T6.txt', 2)]"
4510,_daili,"[('T1.txt', 1)]"
4511,bragg,"[('T1.txt', 1), ('T9.txt', 1)]"
4512,mill,"[('T1.txt', 1)]"
4513,signal,"[('T7.txt', 1), ('T8.txt', 1)]"
4514,unimagin,"[('T1.txt', 1), ('T2.txt', 1)]"
4515,palat,"[('T8.txt', 1)]"
4516,lump,"[('T4.txt', 1), ('T9.txt', 1)]"
4517,unborn,"[('T6.txt', 1), ('T7.txt', 2)]"
4518,64,"[('T1.txt', 1), ('T10.txt', 1)]"
4519,viciou,"[('T7.txt', 1), ('T8.txt', 1)]"
4520,races_,"[('T7.txt', 1)]"
4521,ad,"[('T1.txt', 1), ('T4.txt', 1), ('T5.txt', 1), ('T7.txt', 1), ('T10.txt', 1)]"
4522,standstil,"[('T10.txt', 1)]"
4523,astronom,"[('T1.txt', 18), ('T2.txt', 2), ('T3.txt', 9), ('T4.txt', 5), ('T5.txt', 11), ('T10.txt', 1)]"
4524,clearer,"[('T6.txt', 2)]"
4525,behold,"[('T5.txt', 1)]"
4526,space_,"[('T10.txt', 1)]"
4527,revolut,"[('T1.txt', 1), ('T5.txt', 1), ('T9.txt', 2), ('T10.txt', 2)]"
4528,moreov,"[('T1.txt', 1), ('T4.txt', 1), ('T6.txt', 4), ('T7.txt', 2)]"
4529,209,"[('T1.txt', 2)]"
4530,exhaust,"[('T9.txt', 1)]"
4531,thousand,"[('T1.txt', 4), ('T2.txt', 5), ('T3.txt', 2), ('T4.txt', 8), ('T5.txt', 4), ('T6.txt', 5), ('T9.txt', 3), ('T10.txt', 1)]"
4532,strata,"[('T1.txt', 1), ('T7.txt', 8)]"
4533,climat,"[('T3.txt', 1), ('T7.txt', 6)]"
4534,coher,"[('T6.txt', 3)]"
4535,41,"[('T1.txt', 1)]"
4536,men,"[('T1.txt', 3), ('T7.txt', 1), ('T9.txt', 3)]"
4537,distinguish,"[('T1.txt', 2), ('T7.txt', 1)]"
4538,lungbook,"[('T7.txt', 1)]"
4539,pilgrim,"[('T8.txt', 1)]"
4540,swiftest,"[('T10.txt', 1)]"
4541,summon,"[('T4.txt', 1)]"
